Comment,Full-Text File ID,referencetype,"Author1","Gender","affiliationauthorprimary1","Current Affiliation,Author,Primary 1","Author,Primary 2","Gender,Author,Primary 2","Affiliation,Author,Primary 2","Current Affiliation,Author,Primary 2","Author,Primary 3","Gender,Author,Primary 3","Affiliation,Author,Primary 3","Current Affiliation,Author,Primary 3","Author,Primary 4","Gender,Author,Primary 4","Affiliation,Author,Primary 4","Current Affiliation,Author,Primary 4","Author,Primary 5","Gender,Author,Primary 5","Affiliation,Author,Primary 5","Current Affiliation,Author,Primary 5","Authors, Secondary",title,Title Secondary,"Title, Tertiary",Original Foreign Title,periodicalfull,date,Original Pub Year,Keywords,Source Genre Folder,"style","Style,Secondary","Style,Tertiary",Abstract,Publisher,Place of Publication,Language,Original Language
,"Sandvik_1992_Polyharmony, polymeter, and motivic development in Charlie Parker's 'Klact-oveeseds-tene' (take 1) solo",Journal Article,"Sandvik,Scott",male,"Boston,MA,United States","Park School, Boston ",,,,,,,,,,,,,,,,,,"Polyharmony, Polymeter, and Motivic Development in Charlie Parker's 'Klacto-veeseds-tene' (Take 1) Solo",,,,Jazzforschung/Jazz Research,1992,1992,"67: Theory, analysis, and composition -- Structural analysis;Parker, Charles (Charlie) -- performances -- Klactoveesedstene -- first take;improvisation -- Parker, C. -- Klactoveesedstene -- first take;rhythm and meter -- Parker, C. -- Klactoveesedstene;motive and theme -- Parker, C. -- Klactoveesedstene -- first take;harmony -- Parker, C. -- Klactoveesedstene -- first take;performers--jazz and blues -- Parker, C",Funk & Jazz,Jazz,Bebop,,Shows how Parker organizes and structures his improvisation (1947). His saxophone line is largely independent of the playing of the rhythm section; he employs recurrent melodic figures that he combines with one another in ever new variants.,University for Music and Dramatic Arts Graz,"Leonhardstr,Austria",English,English
,Levy_2012_Harmonic and rhythmic interaction in the music of John Coltrane,Dissertation/Thesis,"Levy,Brian A.",male,Brandeis University,New England Conservatory,,,,,,,,,,,,,,,,,"Chafe,Eric T.",Harmonic and Rhythmic Interaction in the Music of John Coltrane,,,,,2012,2012,"Communication and the arts;Harmonic structure;Rhythmic structure;Jones, Elvin;Improvisation;Jazz;Coltrane, John;Tyner, McCoy;Music analysis;Music;0413:Music",Funk & Jazz,Jazz,,,"The music of John Coltrane's Classic Quartet occupies a unique space in jazz history because it is at once comprised of complex harmonic and rhythmic structures that represent an advance in a style of music and also because of its consummate ability to capture the imaginations of its listeners beyond the culture and time period within which it was created. While the music remains relevant, it is Coltrane's life and his music's  history  rather than the music itself that have received the greatest level of attention. Consequently, the music, the initial inspiration, is only infrequently treated with a level of analytical rigor that it merits.                 Few scholarly works consider Coltrane's Classic Quartet, and still fewer analyze two of the music's most important features: interaction and rhythm. Furthermore, most studies analyze Coltrane's solos apart from the interactive context within which they take shape. Alternatively, the dissertation focuses on the music of the Classic Quartet and analyzes the solos  and  accompaniments, as well as interactions between the two. Its principal aim is to examine the harmonic and rhythmic structures.                 In contrast to analytical models indebted to a view of form from the analysis of Classical Music and written out compositions (""works"") that privileges motivic connections and other symbols of unity, the dissertation argues that to be consistent both with the perspectives of those who create the music and with aesthetic principles of improvisation, a conception of form must account for the ""processual,""  in time , interactions between what is performed (the musical surface) and predetermined substructures, which are not necessarily articulated. Original transcriptions demonstrate how the members of the Quartet create a rhetoric of tension and release by implying rhythmic structures and harmonic progressions that correspond to or oppose conventional rhythmic and harmonic substructures. Transcriptions of pre-Coltrane jazz also reveal a historical precedent for this aesthetic framework. Additionally, the dissertation examines original transcriptions of the Quartet's drummer, Elvin Jones, in order to explore the complex layers of implied rhythmic structures. The dissertation's transcriptional analysis that considers interaction and conventions provides a new perspective on, and appreciation for, the Classic Quartet.",Brandeis University,"Waltham,MA,United States",English,English
,Rosenberg_2011_Popular music in the college music theory class_Rhythm and meter,"Chapter","Rosenberg,Nancy",female,Brown University ,Brown University,,,,,,,,,,,,,,,,,"Biamonte,Nicole",Popular Music in the College Music Theory Class: Rhythm and Meter,Pop-Culture Pedagogy in the Music Classroom: Teaching Tools from 'American Idol' to YouTube,,,,2011,2011, popular music--general -- use in pedagogy -- college -- theory -- rhythm and meter; rhythm and meter -- pedagogy -- college -- use of popular music; pedagogy--general -- theory -- college -- rhythm and meter -- use of popular music; theory -- pedagogy -- college -- rhythm and meter -- use of popular music; discographies -- popular music -- time signatures; Pedagogy -- Colleges and universities; Popular music -- General,Rap & Hip Hop,Popular music,,,Offers practical suggestions for including popular music in music theory classroom practice around the teaching of rhythm and meter.,"Scarecrow Press,Inc","New Brunswick,NJ,United States",English,English
Merged version,Kofsky_1976;1978_Elvin Jones_Part 1_Rhythmic innovator;Part 2_Rhythmic displacement in the art of Elvin Jones;Part 3_An interview with Elvin Jones,Journal Article,"Kofsky,Frank",male,California State University,California State University,,,,,,,,,,,,,,,,,,Elvin Jones: Part I: Rhythmic Innovator; Part II: Rhythmic Displacement in the Art of Elvin Jones; Part III: An Interview with Elvin Jones,,,,Journal of Jazz Studies,1976;1977;1978,1976;1977;1978,MUSIC,Funk & Jazz,Jazz,,,"Part I contrasted the conventional idea of regarding each important artist as a 'star'' vs. that of understanding his contribution in terms of the social and aesthetic environment out of which it has emerged. With respect to the latter approach, it was suggested that the development of any artist's style reflects not only the ""vertical"" influences between successive artistic generations (e.g .. Louis Armstrong/Roy Eldridge/Dizzy Gillespie), but also the more often overlooked ""horizontal"" influences between musicians who play together on a regular basis (e.g., Elvin Jones/McCoy Tyner/John Coltrane). As a prelude to examining the mutual influence exerted on each other by Elvin Jones and John Coltrane, the evolution of jazz rhythmic concepts to 1960 was summarized. Some illustrations of the riff, as a rhythmic device characteristic of the swing period, were provided; and the development of an asymmetric, discontinuous mode of handling rhythm by those bebop artists who overthrew the ""four equal beats"" characteristic of swing was also discussed. It was stated, without any attempt at demonstration, that the music of the John Coltrane group during the period 1960-1966 preserved all the most valuable features of the preceding periods while discarding those whose utility had been worn threadbare. Part II discussed Jones's contributions to the development of innovations which revolutionized jazz during the 1960s. With musical examples, it described the concept of rhythmic displacement, an approach which enabled Jones to come ""as close to African polyrhythmic concepts as is possible within a jazz setting."" It said of Jones: ""in his ability to generate music tension and interest through a neverending manipulation of accents, he has no peer.""","Rutgers University,Institute of Jazz Studies","Newark,NJ,United States",English,English
,"Birtwistle_2010_Marking time and sounding difference_Brubeck, temporality, and modernity",Journal Article,"Birtwistle,Andy",male,Canterbury Christ Church University,Canterbury Christ Church University,,,,,,,,,,,,,,,,,,"Marking Time and Sounding Difference: Brubeck, Temporality, and Modernity",,,,Popular Music,2010,2010," Brubeck, Dave -- sound recordings -- relation to temporality and modernity -- 1958-67; sound recordings -- Brubeck, D. -- relation to temporality and modernity -- 1958-67; rhythm and meter -- Brubeck, D. -- use of polyrhythm -- 1958-67; performing groups--jazz and blues -- Dave Brubeck Quartet -- sound recordings -- relation to temporality and modernity -- 1958-67; cultural studies -- modernity -- relation to jazz -- early 1960s; reception -- Brubeck, D. -- early 1960s; analysis -- jazz -- relation to musicology and modernity; jazz -- analysis -- relation to musicology and modernity; musicology -- musicology as discipline -- jazz studies; criticism--by subject -- Brubeck, D. -- relation to modernity -- early 1960s; iconographies -- Brubeck, D. -- relation to modernity -- early 1960s; United States of America -- California -- Oakland -- culture -- relation to Brubeck -- 1960s; Miró, Joan -- works, art -- Brubeck Time further out cover art; visual and plastic arts -- Miró, J. -- Brubeck Time further out cover art; discographies -- Dave Brubeck Quartet; Jazz and blues -- General; Theory, analysis, and composition -- Rhythm, meter, tempo; Music and related disciplines -- Sociology",Funk & Jazz,Jazz,,,"In critical writing on the music of Dave Brubeck, little attention has  been paid to the use of polyrhythm, despite the fact that this has been  central to Brubeck's approach to jazz since the late 1940s. Focusing on  work recorded by the â€˜classic' Dave Brubeck Quartet, the article aims to  re-evaluate Brubeck's use of polyrhythm by situating it within a  cultural history of modernity, rather than the established discourses of  jazz musicology. The article revisits the early 1960s to reconstruct  the context provided for the music not only by articles printed in the  music press, but also by news stories and features run in the popular  press, and by the visual signifiers that coalesce around Brubeck.  Articulated through the key tropes of modernity and difference, the  press's construction of Brubeck during this period signals the broad  cultural context of Modernism as an alternative frame within which his  musical practice might be usefully situated. The article explores how  two key cultural artefacts emerging from this context - Brubeck's  Oakland home, and the MirÃ_ canvas featured on the cover of the album Time  Further Out - might serve to provide a productive means by which  to re-evaluate the radical potential of Brubeck's polyrhythm.",Cambridge University Press,"Cambridge,United Kingdom;New York City,NY,United States",English,English
,Cateforis_2002_How alternative turned progressive_The strange case of math rock,"Chapter","Cateforis,Theo",male,"Carleton College, Minnesota",Syracuse University,,,,,,,,,,,,,,,,,"Holm-Hudson,Kevin",How Alternative Turned Progressive: The Strange Case of Math Rock,Progressive Rock Reconsidered,,,,2002,2002," rock -- math rock -- relation to progressive rock; form -- rock, math; mathematics -- relation to math rock; performing groups--popular music -- Don Caballero; sound recordings -- Don Caballero -- Stupid puma; Popular music -- General",Rock & Metal,Rock,Math,Metal,"The 1990s saw an explosion of various alternative music subgenres, among them 'math rock', which has been defined by its stylistic complexity and abstraction. Despite its alternative lineage, math rock aligns itself with the musical practices of progressive rock and heavy metal, often featuring multi-sectional forms and powerful guitar riffs. Focusing on the math rock band Don Caballero, an extended analysis of their song 'Stupid puma' is undertaken. Attention is focused on the implied symbolic connections between math rock and mathematics, and the reception of math rock as a cultural phenomenon.",Routledge,"New York City,NY,United States",English,English
,Pieslak_2007_Re-casting metal_Rhythm and meter in the music of Meshuggah,Journal Article,"Pieslak,Jonathan R.",male,"City College of New York,The City University of New York","City College of New York,The City University of New York",,,,,,,,,,,,,,,,,,Re-Casting Metal: Rhythm and Meter in the Music of Meshuggah,,,,Music Theory Spectrum: The Journal of the Society for Music Theory,2007,2007,"performing groups--popular music;rhythm and meter -- analysis -- heavy metal;analysis -- popular music -- hypermeter;rock -- heavy metal -- rhythm and meter;Theory, analysis, and composition -- Rhythm, meter, tempo Ethnomusicology (including history of music other than Western;-- Popular music;Article in a periodical",Rock & Metal,Metal,,,"English: The music of the Swedish metal band Meshuggah reveals a distinct rhythmic and metric structure based on large-scale odd time signatures, mixed meter, and metric superimposition. Their 2004 EP I, however, pushes the boundaries of surface-level meter through the absence of small-scale recurring units of pitch and rhythm. Models are used for rhythmic analysis developed by Harald Krebs, Fred Lerdahl and Ray Jackendoff, William Rothstein, and Maury Yeston in pursuing an architectonic examination of hierarchical layers in this music. Additionally, an important relationship exists between fans and structural analysis based on a socio-cultural profile of the subgenre. Abstractor: author",Society for Music Theory,"Bloomington,IN,United States",English,English
,Reeves_2002_Gil Evans_The art of musical transformation ,Journal Article,"Reeves,Scott D.",male,"City College of New York,The City University of New York","City College of New York,The City University of New York",,,,,,,,,,,,,,,,,,Gil Evans: The Art of Musical Transformation,,,,Annual Review of Jazz Studies,2002,2002,"Music;Jazz;Classical Music;Arrangers;Arrangements (Musical works);Musical Elements;Evans, Gil",Funk & Jazz,Jazz,Art music,,"A discussion of jazz arranger Gil Evans, and his ability and methods of arranging music that blurred the lines between improvisation and composition, is presented. An overview of selected pieces of Evans's work is provided, and his use of the musical elements of timbre, form, melody, harmony, and rhythm in his arrangements is analyzed. Evans's interest and transformations of classical music through the scope of jazz are examined.","Scarecrow Press,Inc","New Brunswick,NJ,United States",English,English
,Reeves_2007_Rhythm,"Chapter","Reeves,Scott D.",male,"City College of New York,The City University of New York","City College of New York,The City University of New York",,,,,,,,,,,,,,,,,,Rhythm,Creative Jazz Improvisation,,,,2007,2007, improvisation -- jazz; jazz -- improvisation; Performance practice and notation -- Performance practice. 20th & 21st centuries,Funk & Jazz,Jazz,,,"Designed for professionals and students alike, the material contained in this comprehensive volume can be applied to any instrument as well as classes or ensembles of varied instrumentation. In Creative Jazz Improvisation, readers will find: bull; bull;Detailed information on how to practice, how to improvise in a creative way, and how to teach jazz improvisation bull;A complete explanation of all aspects of jazz theory and forms bull;Practice materials designed to help the reader gain facility with the jazz vocabulary and develop his or her ear bull;Keyboard, ear-training, and theory exercises bull;Lists of important jazz compositions, indexed to the popular Aebersold play-along recordings bull;Eighteen transcriptions of solos by master jazz artists-analyzed, transposed, and edited for all instruments The third edition expands on previous editions by adding: bull; bull;A new chapter, ""Whom to Listen To,"" which lists major innovators, important contributors, and women in jazz bull;Considerable expansion of the chapter on ""Rhythm"" and the section on ""Creative Jazz Improvisation"" bull;New transcriptions of solos by Max Roach, Miles Davis, and Bill Evans bull;Inspirational quotations by jazz masters, designed to motivate the student and give insight into the workings of the creative mind Author/trombonist/composer Scott Reeves draws on over twenty-one years of experience teaching at institutions such as the City College of New York, the University of Southern Maine, Virginia Commonwealth University, Memphis State University, and Western Washington University to create a book that covers all aspects of jazz improvisation without superfluous information. Students and teachers alike will appreciate its accessible, well-organized approach to a complex subject.",Pearson Prentice Hall,"Upper Saddle River,NJ,United States",English,English
,Bauer_2001_Scat singing_A timbral and phonemic analysis,Journal Article,"Bauer,William R.",male,"College of Staten Island,The City University of New York","College of Staten Island,The City University of New York",,,,,,,,,,,,,,,,,,Scat Singing: A Timbral and Phonemic Analysis,,,,Current Musicology,2001,2001,Music;Theory/Analysis/Composition;Vocal Music;Jazz;Scat Singing;Timbre;Musical Analysis;Absolute music;Performance Practice;Phonetics;Vocal Techniques;Transcriptions,Funk & Jazz,Jazz,,,"Scat singing, the usual medium for jazz vocal improvisation, is usually understood as singers imitating instrumentalists. By dissociating the vocal line from verbal meaning, scat singers venture into the realm of so-called ""absolute"" music, where musical sounds are free of the extra-musical associations that words create. An analytic approach to scat that grows from the distinctive features of jazz vocal performance practice is illustrated with a focus on timbre. Using phonetic symbols, the wide palette of vocal timbres available to scat singers can be notated and the ways in which these singers employ their sonic raw materials can be examined.","Department of Music,Columbia University","New York City,NY,United States",English,English
,Hester_1997_The melodic and polyrhythmic development of John Coltrane's spontaneous composition in a racist society,"Book, Whole","Hester,Karlton Edward",male,Cornell University ,University of California Santa Cruz,,,,,,,,,,,,,,,,,,The Melodic and Polyrhythmic Development of John Coltrane's Spontaneous Composition in a Racist Society,Studies in the History and Interpretation of Music,,,,1997,1997,"66: Theory, analysis, and composition -- Style analysis;Coltrane, John -- works -- melody and polyrhythm -- relation to racism;performers--jazz and blues -- Coltrane, J;performers--saxophone -- Coltrane, J;improvisation -- Coltrane, J. -- relation to racism;sociology -- USA -- racism -- influence on Coltrane;rhythm and meter -- Coltrane, J. -- polyrhythm;melody -- Coltrane, J;black studies -- Coltrane, J. -- improvisation -- relation to racism;United States of America -- sociology -- racism -- influence on Coltrane;discographies -- Coltrane, J",Funk & Jazz,Jazz,,,"The following investigation posits an essential relationship between  the spontaneous compositions of John Coltrane's late period, his  musical evolution from his formative years to the end of his career,  his spiritual development, and the socioculture in which he lived and  created. Because of this interdependence, I also propose that racism  in American society had a significant negative impact upon the music  of this African-American composer and his musical colleagues in  numerous ways.",Edwin Mellen Press,"Lewiston,NY,United States",English,English
,Osborn_2010_Beats that commute_Algebraic and kinesthetic models for math-rock grooves,Journal Article,"Osborn,Brad",male,DePauw University,University of Kansas,,,,,,,,,,,,,,,,,,Beats That Commute: Algebraic and Kinesthetic Models for Math-Rock Grooves,,,,GAMUT: The Journal of the Georgia Association of Music Theorists,2010,2010, Popular music -- General,Rock & Metal,Rock,Math,,"Math rock’s most salient compositional facet is its cyclical repetition of grooves featuring changing and odd-cardinality meter. These unconventional grooves deform the conventional rhythmic structures of rock, such as backbeat and steady pulse, in such a way that a listener’s sense of metric organization is initially thwarted. Using transcriptions from math-rock artists such as Radiohead, The Mars Volta, and The Chariot, the author demonstrates a new analytical apparatus aimed at making sense of the ways listeners and performers process these changing pulse levels: the pivot pulse. The pivot pulse is defined as the slowest temporal level preserved in a given meter change. The author suggests that the preservation or disruption of the primary pulse level (that is, the temporal level at which a listener’s or performer’s primary kinesthetic involvement happens, such as dancing or foot-tapping) is of paramount importance. For example, a change from 4/4 to 3/4, which preserves the quarter-note pulse, will be less disruptive to a listener’s metric entrainment than a change from 4/4 to 7/8 or 7/8 to 15/16, both of which split the primary pulse in half. In order to formalize pivot-pulse methodology, the author presents an algebraic model based on the commutative operations greatest common denominator and lowest common multiple. Pivot-pulse methodology is also applied metaphorically to the kinesthetic interpretations of performers and listeners to better understand the complex movements incited by math-rock grooves.",University of Tennessee,"Knoxville,TN,United States",English,English
,"Osborn_2011_Understanding through-composition in post-rock, math-metal, and other post-millenial rock genres",Journal Article,"Osborn,Brad",male,DePauw University,University of Kansas,,,,,,,,,,,,,,,,,,"Understanding Through-Composition in Post-Rock, Math-Metal, and Other Post-Millennial Rock Genres",,,,Music Theory Online,2011,2011," Theory, analysis, and composition -- Form and genre; Popular music -- General",Rock & Metal,Rock,Experimental,Math-metal,"Since the dawn of experimental rock's second coming in the new millennium, experimental artists have begun distancing themselves from Top-40 artists through formal structures that eschew recapitulatory verse/chorus conventions altogether. In order to understand the correlation between genre and form more thoroughly, this paper provides a taxonomic approach to through-composition in several post-millennial experimental rock genres including post-rock, math-metal, art rock, and neo-prog. Combining the presence or absence of two salient formal parameters (hierarchical grouping structure and thematic unification) generates four possible through-composed archetypes. Representative examples from the post-millennial rock corpus are provided for each archetype, and accompanying analyses identify the specific musical elements that engender such formal divisions. Included interviews suggest that this taxonomic model is congruent with the language musicians use to describe their own compositional strategies. Throughout the article, a case is made for the substantive link between specific types of through-composed forms and the genres in which those forms regularly appear, as well as for the difference between formal designs found in post-millennial experimental rock and those found in conventional rock music. ",Society for Music Theory,"Bloomington,IN,United States",English,English
,Brothers_1994_Solo and cycle in African-American jazz,Journal Article,"Brothers,Thomas",male,Duke University,Duke University,,,,,,,,,,,,,,,,,,Solo and Cycle in African-American Jazz,,,,Musical Quarterly,1994,1994," Armstrong, Louis -- performances -- improvisation; performers--jazz and blues -- Armstrong, L.; Young, Lester -- performances -- improvisation; performers--jazz and blues -- Young, L.; Hawkins, Coleman -- performances -- improvisation; performers--jazz and blues -- Hawkins, C.; Ghana -- Ewe peoples -- traditional music -- improvisation -- compared with jazz; jazz -- improvisation -- relation to West African music -- 1920-50; performers--trumpet -- Armstrong, L.; performers--saxophone -- Young, L.; performers--saxophone -- Hawkins, C.; sound recordings -- jazz -- solos -- 1920-50; black studies -- jazz -- improvisation -- 1920-50; Jazz and blues -- Genera",Funk & Jazz,Jazz,African,,"Suggests a way to analyze and interpret jazz solos recorded between 1920 and 1950, and argues that improvised solos by black Americans have much to do with musical syntax characteristic of West African music. European harmonic practices were incorporated into this African-derived syntactical model. The model suggests a way to account for both similarities and differences within the tradition, e.g., the way in which bebop is an intensification of the model perfected by Armstrong. Music from the southern Ewe people of Ghana is analyzed, as are solos by Armstrong, Young, and Hawkins.",Oxford University Press,"Oxford,United Kingdom;New York City,NY,United States",English,English
,"Faris_2004_""That Chicago sound""_Playing with (local) identity in underground rock",Journal Article,"Faris,Marc",male,Duke University,East Carolina University,,,,,,,,,,,,,,,,,,"""That Chicago Sound"": Playing with (Local) Identity in Underground Rock",,,,Popular Music and Society,2004,2004,"United States;Chicago, Illinois;Musical Analysis;Underground Music;Sociology;Rock Musicians;Rock Music;Albini, Steve;Musical Styles",Rock & Metal,Rock,Underground,Chicago-sound,"The Chicago sound is situated as a little-known but remarkably coherent site of stylistic synthesis and productivity. An examination of its local development focuses on the activities of Steve Albini, the Chicago-based musician and engineer who is commonly singled out as the progenitor of the Chicago sound. Albini's rhetoric, workingman persona, and immediately recognizable recording strategies have become trademarks of the style. The musical surface and recording strategies of several songs are analyzed in an attempt to show how the choices made by Chicago-sound bands reflect the projection of a marked identity. The ways in which the primary elements of this style are adopted and transformed by subsequent bands in a continual motion away from geographic or stylistic fixity as the Chicago sound becomes part of the global language of underground rock practice are explored.",Taylor & Francis,"Bowling Green,OH,United States",English,English
